Collection,ItemId,SourceId,SourceDescription
Triple Triad,9813,61,The Howling Eye (Hard)
Triple Triad,9814,67,Thornmarch (Extreme)
Triple Triad,9814,66,Thornmarch (Hard)
Triple Triad,9822,68,The Minstrel's Ballad: Ultima's Bane
Triple Triad,9823,82,Urth's Fount (Trial)
Triple Triad,9824,78,The Striking Tree (Extreme)
Triple Triad,9824,77,The Striking Tree (Hard)
Triple Triad,9825,73,The Whorleater (Extreme)
Triple Triad,9825,72,The Whorleater (Hard)
Triple Triad,9826,80,Akh Afah Amphitheatre (Extreme)
Triple Triad,9826,79,Akh Afah Amphitheatre (Hard)
Triple Triad,9841,111,The World of Darkness
Triple Triad,9843,85,Battle in the Big Keep
Triple Triad,9844,81,The Dragon's Neck
Triple Triad,12260,36,The Dusk Vigil
Triple Triad,12261,37,Sohm Al
Triple Triad,12271,39,The Aery
Triple Triad,12271,169,The Final Steps of Faith
Triple Triad,12271,170,The Minstrel's Ballad: Nidhogg's Rage
Triple Triad,12274,87,Thok ast Thok (Extreme)
Triple Triad,12274,86,Thok ast Thok (Hard)
Triple Triad,12275,89,The Limitless Blue (Extreme)
Triple Triad,12275,88,The Limitless Blue (Hard)
Triple Triad,12279,31,The Great Gubal Library
Triple Triad,13369,40,Pharos Sirius (Hard)
Triple Triad,13370,41,Saint Mocianne's Arboretum
Triple Triad,13371,120,The Void Ark
Triple Triad,13375,34,The Vault
Triple Triad,13379,91,The Minstrel's Ballad: Thordan's Reign
Triple Triad,14195,27,Snowcloak
Triple Triad,14196,28,Sastasha (Hard)
Triple Triad,14198,30,The Wanderer's Palace (Hard)
Triple Triad,14199,29,Amdapor Keep (Hard)
Triple Triad,14200,141,The Antitower
Triple Triad,14201,140,The Lost City of Amdapor (Hard)
Triple Triad,14202,92,Labyrinth of the Ancients
Triple Triad,14205,102,Syrcus Tower
Triple Triad,14206,139,Alexander - The Burden of the Son
Triple Triad,14206,150,Alexander - The Burden of the Son (Savage)
Triple Triad,14207,134,Containment Bay S1T7
Triple Triad,14207,135,Containment Bay S1T7 (Extreme)
Triple Triad,14210,111,The World of Darkness
Triple Triad,15621,33,Neverreap
Triple Triad,15622,35,The Fractal Continuum
Triple Triad,15623,172,Hullbreaker Isle (Hard)
Triple Triad,15871,168,The Weeping City of Mhach
Triple Triad,15872,171,Sohr Khai
Triple Triad,16764,196,The Great Gubal Library (Hard)
Triple Triad,16765,182,Xelphatol
Triple Triad,16766,189,Alexander - The Soul of the Creator
Triple Triad,16771,183,Containment Bay P1T6
Triple Triad,16771,184,Containment Bay P1T6 (Extreme)
Triple Triad,17680,221,Sohm Al (Hard)
Triple Triad,17683,219,Baelsar's Wall
Triple Triad,17685,220,Dun Scaith
Triple Triad,17688,223,Containment Bay Z1T9
Triple Triad,17688,224,Containment Bay Z1T9 (Extreme)
Triple Triad,20247,243,The Pool of Tribute
Triple Triad,20247,244,The Pool of Tribute (Extreme)
Triple Triad,20248,263,Emanation
Triple Triad,20248,264,Emanation (Extreme)
Triple Triad,20249,241,Doma Castle
Triple Triad,20254,278,The Minstrel's Ballad: Shinryu's Domain
Triple Triad,20254,239,The Royal Menagerie
Triple Triad,21184,279,The Drowned City of Skalla
Triple Triad,21186,281,The Royal City of Rabanastre
Triple Triad,21187,281,The Royal City of Rabanastre
Triple Triad,22381,285,The Fractal Continuum (Hard)
Triple Triad,22383,284,Hells' Lid (Duty)
Triple Triad,22384,290,The Jade Stoa
Triple Triad,22384,291,The Jade Stoa (Extreme)
Triple Triad,23047,536,The Swallow's Compass (Duty)
Triple Triad,23049,639,"The Forbidden Land, Eureka Hydatos"
Triple Triad,23049,581,"The Forbidden Land, Eureka Pagos"
Triple Triad,23049,598,"The Forbidden Land, Eureka Pyros"
Triple Triad,23051,537,Castrum Fluminis (Duty)
Triple Triad,23051,538,The Minstrel's Ballad: Tsukuyomi's Pain
Triple Triad,23052,550,The Ridorana Lighthouse
Triple Triad,23909,584,Saint Mocianne's Arboretum (Hard)
Triple Triad,23910,585,The Burn
Triple Triad,23911,596,Hells' Kier
Triple Triad,23911,597,Hells' Kier (Extreme)
Triple Triad,23916,589,Alphascape V3.0
Triple Triad,23916,590,Alphascape V4.0
Triple Triad,23916,594,Alphascape V4.0 (Savage)
Triple Triad,24872,611,The Ghimlyt Dark
Triple Triad,24874,637,The Wreath of Snakes
Triple Triad,24874,638,The Wreath of Snakes (Extreme)
Triple Triad,24877,595,Kugane Ohashi
Triple Triad,26765,676,Holminster Switch
Triple Triad,26766,658,The Dancing Plague (Extreme)
Triple Triad,26767,651,The Qitana Ravel
Triple Triad,26768,656,Malikah's Well
Triple Triad,26772,666,The Crown of the Immaculate
Triple Triad,26772,667,The Crown of the Immaculate (Extreme)
Triple Triad,26776,687,The Dying Gasp
Triple Triad,26776,693,The Minstrel's Ballad: Hades's Elegy
Triple Triad,28659,692,The Grand Cosmos
Triple Triad,28662,700,The Copied Factory
Triple Triad,29711,714,Anamnesis Anyder
Triple Triad,29712,717,Cinder Drift
Triple Triad,29712,718,Cinder Drift (Extreme)
Triple Triad,31349,736,The Puppets' Bunker
Triple Triad,31350,738,The Seat of Sacrifice
Triple Triad,31350,739,The Seat of Sacrifice (Extreme)
Triple Triad,33015,746,Matoya's Relict
Triple Triad,33021,763,Castrum Marinum (Extreme)
Triple Triad,33021,762,Castrum Marinum (Trial)
Triple Triad,33024,758,Eden's Promise: Eternity
Triple Triad,33024,759,Eden's Promise: Eternity (Savage)
Triple Triad,33333,777,Paglth'an (Duty)
Triple Triad,33339,781,The Cloud Deck
Triple Triad,33339,782,The Cloud Deck (Extreme)
Triple Triad,33341,779,The Tower at Paradigm's Breach
Triple Triad,36271,787,Ktisis Hyperboreia (Duty)
Triple Triad,36273,808,Asphodelos: The First Circle
Triple Triad,36273,809,Asphodelos: The First Circle (Savage)
Triple Triad,36274,783,The Tower of Zot
Triple Triad,36275,796,The Final Day
Triple Triad,36275,846,The Minstrel's Ballad: Endsinger's Aria
Triple Triad,36277,785,The Tower of Babil
Triple Triad,36282,802,The Dark Inside
Triple Triad,36282,803,The Minstrel's Ballad: Zodiark's Fall
Triple Triad,36283,791,The Minstrel's Ballad: Hydaelyn's Call
Triple Triad,36283,790,The Mothercrystal
Triple Triad,37334,844,Alzadaal's Legacy (Duty)
Triple Triad,37339,866,Aglaia
Triple Triad,38431,868,The Sil'dihn Subterrane
Triple Triad,38432,868,The Sil'dihn Subterrane
Triple Triad,38433,869,The Fell Court of Troia
Triple Triad,38435,868,The Sil'dihn Subterrane
Triple Triad,38437,870,Storm's Crown
Triple Triad,38437,871,Storm's Crown (Extreme)
Triple Triad,38439,883,Abyssos: The Eighth Circle
Triple Triad,38439,884,Abyssos: The Eighth Circle (Savage)
Triple Triad,39373,911,Euphrosyne
Triple Triad,39374,896,Lapis Manalis
Triple Triad,39375,886,Mount Ordeals
Triple Triad,39375,924,Mount Ordeals (Extreme)
Triple Triad,40605,822,The Aetherfont
Triple Triad,40608,945,Mount Rokkon
Triple Triad,40610,945,Mount Rokkon
Triple Triad,40611,949,The Voidcast Dais
Triple Triad,40611,950,The Voidcast Dais (Extreme)
Triple Triad,40612,942,Anabaseios: The Twelfth Circle
Triple Triad,41381,961,Aloalo Island
Triple Triad,41382,961,Aloalo Island
Triple Triad,41383,961,Aloalo Island
Triple Triad,41385,961,Aloalo Island
Triple Triad,41393,823,The Lunar Subterrane
Triple Triad,41394,962,Thaleia
Triple Triad,41396,964,The Abyssal Fracture
Triple Triad,41396,965,The Abyssal Fracture (Extreme)
